Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Understanding the Efficiency of kD-tree Ray-Traversal Techniques over a GPGPU Architecture","International Journal of Parallel Programming","","40","3","10.1007/s10766-011-0186-1","Artur SantosJoão Marcelo TeixeiraThiago FariasVeronica TeichriebJudith Kelner","2012","http://link.springer.com/article/10.1007/s10766-011-0186-1","Article"
"An FPGA accelerator for PatchMatch multi-view stereo using OpenCL","Journal of Real-Time Image Processing","","17","2","10.1007/s11554-017-0745-9","Shunsuke TatsumiMasanori HariyamaKoichi ItoTakafumi Aoki","2020","http://link.springer.com/article/10.1007/s11554-017-0745-9","Article"
"Marching cubes technique for volumetric visualization accelerated with graphics processing units","Journal of the Brazilian Computer Society","","19","3","10.1007/s13173-012-0097-z","Marcos Vinicius Mussel CirneHélio Pedrini","2013","http://link.springer.com/article/10.1007/s13173-012-0097-z","Article"
"Efficient scheduling of streams on GPGPUs","The Journal of Supercomputing","","76","11","10.1007/s11227-020-03209-x","Mohamad Beheshti RouiS. Kazem ShekoftehHamid NooriAhad Harati","2020","http://link.springer.com/article/10.1007/s11227-020-03209-x","Article"
"A Survey of parallel intrusion detection on graphical processors","Central European Journal of Computer Science","","4","4","10.2478/s13537-014-0213-6","Liberios VokorokosMichal EnnertMarek >ČajkovskýJán Radušovský","2014","http://link.springer.com/article/10.2478/s13537-014-0213-6","Article"
"A graphics processing unit-based robust numerical model for solute transport driven by torrential flow condition","Journal of Zhejiang University-SCIENCE A","","22","10","10.1631/jzus.A2000585","Jing-ming HouBao-shan ShiQiu-hua LiangYu TongYong-de KangZhao-an ZhangGang-gang BaiXu-jun GaoXiao Yang","2021","http://link.springer.com/article/10.1631/jzus.A2000585","Article"
"Evaluation of real-time LBP computing in multiple architectures","Journal of Real-Time Image Processing","","13","2","10.1007/s11554-014-0410-5","Miguel Bordallo LópezAlejandro NietoJani BoutellierJari HannukselaOlli Silvén","2017","http://link.springer.com/article/10.1007/s11554-014-0410-5","Article"
"A high-performance batched matrix multiplication framework for GPUs under unbalanced input distribution","The Journal of Supercomputing","","","","10.1007/s11227-021-03936-9","Ruimin WangZhiwei YangHao XuLu Lu","2021","http://link.springer.com/article/10.1007/s11227-021-03936-9","Article"
"CUDAQuat: new parallel framework for fast computation of quaternion moments for color images applications","Cluster Computing","","24","3","10.1007/s10586-021-03271-x","Khalid M. HosnyMohamed M. DarwishAhmad SalahKenli LiAmr M. Abdelatif","2021","http://link.springer.com/article/10.1007/s10586-021-03271-x","Article"
"Efficient discovery of longest-lasting correlation in sequence databases","The VLDB Journal","","25","6","10.1007/s00778-016-0432-7","Yuhong LiLeong Hou UMan Lung YiuZhiguo Gong","2016","http://link.springer.com/article/10.1007/s00778-016-0432-7","Article"
"Accelerating MRI reconstruction via three-dimensional dual-dictionary learning using CUDA","The Journal of Supercomputing","","71","7","10.1007/s11227-015-1386-z","Jiansen LiJianqi SunYing SongJun Zhao","2015","http://link.springer.com/article/10.1007/s11227-015-1386-z","Article"
"Simulating Flows of Viscous Incompressible Fluid on Graphics Processors Using the Splitting Scheme and Multigrid Method","Computational Mathematics and Mathematical Physics","","59","1","10.1134/S0965542519010160","K. N. VolkovV. N. Emel’yanovA. G. KarpenkoI. V. Teterina","2019","http://link.springer.com/article/10.1134/S0965542519010160","Article"
"SPRING: a novel parallel chaos-based image encryption scheme","Nonlinear Dynamics","","92","2","10.1007/s11071-018-4076-6","Wai-Kong LeeRaphael C.-W. PhanWun-She YapBok-Min Goi","2018","http://link.springer.com/article/10.1007/s11071-018-4076-6","Article"
"CUDASW++: optimizing Smith-Waterman sequence database searches for CUDA-enabled graphics processing units","BMC Research Notes","","2","1","10.1186/1756-0500-2-73","Yongchao LiuDouglas L MaskellBertil Schmidt","2009","http://link.springer.com/article/10.1186/1756-0500-2-73","Article"
"Designing a benchmark for the performance evaluation of agent-based simulation applications on HPC","The Journal of Supercomputing","","75","3","10.1007/s11227-018-2688-8","Andreu MorenoJuan J. RodríguezDaniel BeltránAnna SikoraJosep JorbaEduardo César","2019","http://link.springer.com/article/10.1007/s11227-018-2688-8","Article"
"High performance memetic algorithm particle filter for multiple object tracking on modern GPUs","Soft Computing","","16","2","10.1007/s00500-011-0715-2","Raúl CabidoAntonio S. MontemayorJuan J. Pantrigo","2012","http://link.springer.com/article/10.1007/s00500-011-0715-2","Article"
"HGP4CNN: an efficient parallelization framework for training convolutional neural networks on modern GPUs","The Journal of Supercomputing","","77","11","10.1007/s11227-021-03746-z","Hao FuShanjiang TangBingsheng HeCe YuJizhou Sun","2021","http://link.springer.com/article/10.1007/s11227-021-03746-z","Article"
"Volume Visualization: A Technical Overview with a Focus on Medical Applications","Journal of Digital Imaging","","24","4","10.1007/s10278-010-9321-6","Qi ZhangRoy EaglesonTerry M. Peters","2011","http://link.springer.com/article/10.1007/s10278-010-9321-6","Article"
"Parallel LDPC Decoding on GPUs Using a Stream-Based Computing Approach","Journal of Computer Science and Technology","","24","5","10.1007/s11390-009-9266-8","Gabriel FalcãoShinichi YamagiwaVitor SilvaLeonel Sousa","2009","http://link.springer.com/article/10.1007/s11390-009-9266-8","Article"
"A Hybrid Task Graph Scheduler for High Performance Image Processing Workflows","Journal of Signal Processing Systems","","89","3","10.1007/s11265-017-1262-6","Timothy BlattnerWalid KeyrouzShuvra S. BhattacharyyaMilton HalemMary Brady","2017","http://link.springer.com/article/10.1007/s11265-017-1262-6","Article"
"Using low-power platforms for Evolutionary Multi-Objective Optimization algorithms","The Journal of Supercomputing","","73","1","10.1007/s11227-016-1862-0","J. J. MorenoG. OrtegaE. FilatovasJ. A. MartínezEster M. Garzón","2017","http://link.springer.com/article/10.1007/s11227-016-1862-0","Article"
"Improving the performance of the needleman-wunsch algorithm using parallelization and vectorization techniques","Multimedia Tools and Applications","","78","4","10.1007/s11042-017-5092-0","Yaser JararwehMahmoud Al-AyyoubMaged FakirahLuay AlawnehBrij B. Gupta","2019","http://link.springer.com/article/10.1007/s11042-017-5092-0","Article"
"Large-scale graph processing systems: a survey","Frontiers of Information Technology & Electronic Engineering","","21","3","10.1631/FITEE.1900127","Ning LiuDong-sheng LiYi-ming ZhangXiong-lve Li","2020","http://link.springer.com/article/10.1631/FITEE.1900127","Article"
"Enabling collaborative MapReduce on the Cloud with a single-sign-on mechanism","Computing","","98","1 - 2","10.1007/s00607-014-0390-0","Jiaqi ZhaoJie TaoAchim Streit","2016","http://link.springer.com/article/10.1007/s00607-014-0390-0","Article"
"Exploiting Task Parallelism with OpenCL: A Case Study","Journal of Signal Processing Systems","","91","1","10.1007/s11265-018-1416-1","Pekka JääskeläinenVille KorhonenMatias KoskelaJarmo TakalaKaren EgiazarianAram DanielyanCristóvão CruzJames PriceSimon McIntosh-Smith","2019","http://link.springer.com/article/10.1007/s11265-018-1416-1","Article"
"Physical, numerical, and computational challenges of modeling neutrino transport in core-collapse supernovae","Living Reviews in Computational Astrophysics","","6","1","10.1007/s41115-020-00010-8","Anthony MezzacappaEirik EndeveO. E. Bronson MesserStephen W. Bruenn","2020","http://link.springer.com/article/10.1007/s41115-020-00010-8","Article"
"Rolex: resilience-oriented language extensions for extreme-scale systems","The Journal of Supercomputing","","72","12","10.1007/s11227-016-1752-5","Saurabh HukerikarRobert F. Lucas","2016","http://link.springer.com/article/10.1007/s11227-016-1752-5","Article"
"The Design and Implementation of TIDeFlow: A Dataflow-Inspired Execution Model for Parallel Loops and Task Pipelining","International Journal of Parallel Programming","","44","2","10.1007/s10766-015-0373-6","Daniel OrozcoElkin GarciaRobert PavelJaime ArteagaGuang Gao","2016","http://link.springer.com/article/10.1007/s10766-015-0373-6","Article"
"Development of a hybrid parallel MCV-based high-order global shallow-water model","The Journal of Supercomputing","","73","6","10.1007/s11227-017-1958-1","Peng ZhangChao YangChungang ChenXingliang LiXueshun ShenFeng Xiao","2017","http://link.springer.com/article/10.1007/s11227-017-1958-1","Article"
"Poster Session: Computer Assisted Radiology - 22nd International Congress and Exhibition","International Journal of Computer Assisted Radiology and Surgery","","3","1","10.1007/s11548-008-0206-9","","2008","http://link.springer.com/article/10.1007/s11548-008-0206-9","Article"
"Embedded Real-Time H264/AVC High Definition Video Encoder on TI’s KeyStone Multicore DSP","Journal of Signal Processing Systems","","86","1","10.1007/s11265-015-1098-x","Nejmeddine BahriThierry GrandpierreMed Ali Ben AyedNouri MasmoudiMohamed Akil","2017","http://link.springer.com/article/10.1007/s11265-015-1098-x","Article"
"DVM-Approach to the Automation of the Development of Parallel Programs for Clusters","Programming and Computer Software","","45","3","10.1134/S0361768819030034","V. A. BakhtinV. A. Krukov","2019","http://link.springer.com/article/10.1134/S0361768819030034","Article"
"Accelerating bioinspired lateral interaction in accumulative computation for real-time moving object detection with graphics processing units","Natural Computing","","18","2","10.1007/s11047-018-9690-1","José L. SánchezMaría T. LópezJosé Manuel PastorAna E. DelgadoAntonio Fernández-Caballero","2019","http://link.springer.com/article/10.1007/s11047-018-9690-1","Article"
"Simulation of an inelastic dispersive phenomenon: stimulated Brillouin scattering in a single-mode fiber segment through parallelism","The Journal of Supercomputing","","74","7","10.1007/s11227-018-2379-5","R. Sanchez-LaraJ. A. Trejo-SanchezJ. L. Lopez-MartinezJ. A. Alvarez-Chavez","2018","http://link.springer.com/article/10.1007/s11227-018-2379-5","Article"
"Smoothness-Increasing Accuracy-Conserving (SIAC) Filtering for Discontinuous Galerkin Solutions: Improved Errors Versus Higher-Order Accuracy","Journal of Scientific Computing","","53","1","10.1007/s10915-012-9593-8","James KingHanieh MirzaeeJennifer K. RyanRobert M. Kirby","2012","http://link.springer.com/article/10.1007/s10915-012-9593-8","Article"
"HipaccVX: wedding of OpenVX and DSL-based code generation","Journal of Real-Time Image Processing","","18","3","10.1007/s11554-020-01015-5","M. Akif ÖzkanBurak OkBo QiaoJürgen TeichFrank Hannig","2021","http://link.springer.com/article/10.1007/s11554-020-01015-5","Article"
"Efficient application of GPGPU for lava flow hazard mapping","The Journal of Supercomputing","","65","2","10.1007/s11227-013-0949-0","Donato D’AmbrosioGiuseppe FilipponeDavide MaroccoRocco RongoWilliam Spataro","2013","http://link.springer.com/article/10.1007/s11227-013-0949-0","Article"
"Fast extraction of neuron morphologies from large-scale SBFSEM image stacks","Journal of Computational Neuroscience","","31","3","10.1007/s10827-011-0316-1","Stefan LangPanos DrouvelisEnkelejda TafajPeter BastianBert Sakmann","2011","http://link.springer.com/article/10.1007/s10827-011-0316-1","Article"
"Application-aware NoC management in GPUs multitasking","The Journal of Supercomputing","","75","8","10.1007/s11227-018-2694-x","Zhen XuXia ZhaoZhiying WangCanqun Yang","2019","http://link.springer.com/article/10.1007/s11227-018-2694-x","Article"
"Optimizing Monte Carlo radiosity on graphics hardware","The Journal of Supercomputing","","58","2","10.1007/s11227-009-0353-y","J. R. SanjurjoM. AmorM. BóoR. DoalloJ. Casares","2011","http://link.springer.com/article/10.1007/s11227-009-0353-y","Article"
"Parallel refinement of slanted 3D reconstruction using dense stereo induced from symmetry","Journal of Real-Time Image Processing","","16","4","10.1007/s11554-016-0592-0","Ricardo RalhaGabriel FalcaoJoao AmaroVasco MotaMichel AntunesJoao BarretoUrbano Nunes","2019","http://link.springer.com/article/10.1007/s11554-016-0592-0","Article"
"Fast network centrality analysis using GPUs","BMC Bioinformatics","","12","1","10.1186/1471-2105-12-149","Zhiao ShiBing Zhang","2011","http://link.springer.com/article/10.1186/1471-2105-12-149","Article"
"Parallel strategies for 2D Discrete Wavelet Transform in shared memory systems and GPUs","The Journal of Supercomputing","","64","1","10.1007/s11227-012-0750-5","V. GalianoO. LópezM. P. MalumbresH. Migallón","2013","http://link.springer.com/article/10.1007/s11227-012-0750-5","Article"
"How separable median filters can get better results than full 2D versions","The Journal of Supercomputing","","","","10.1007/s11227-021-04233-1","Gilles PerrotStéphane DomasRaphaël Couturier","2022","http://link.springer.com/article/10.1007/s11227-021-04233-1","Article"
"A CUDA-powered method for the feature extraction and unsupervised analysis of medical images","The Journal of Supercomputing","","77","8","10.1007/s11227-020-03565-8","Leonardo RundoAndrea TangherloniPaolo CazzanigaMatteo MistriSimone GalimbertiRamona WoitekEvis SalaGiancarlo MauriMarco S. Nobile","2021","http://link.springer.com/article/10.1007/s11227-020-03565-8","Article"
"DQN-based OpenCL workload partition for performance optimization","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02766-0","Sanghyun ParkTaeweon Suh","2019","http://link.springer.com/article/10.1007/s11227-019-02766-0","Article"
"Tuning framework for stencil computation in heterogeneous parallel platforms","The Journal of Supercomputing","","72","2","10.1007/s11227-015-1575-9","Taieb Lamine Ben CheikhAlexandra AguiarSofiene TaharGabriela Nicolescu","2016","http://link.springer.com/article/10.1007/s11227-015-1575-9","Article"
